TimeStamp,Left_Pupil_Diameter,Right_Pupil_Diameter
4431177242,3.66604600,4.06205700
4431185574,3.58683800,3.96519500
4431193905,3.61990400,3.94526700
4431202237,3.57299800,3.94847100
4431210568,3.70207200,4.04954500
4431218900,3.61439500,4.02192700
4431227231,3.62953200,4.10064700
4431235563,3.61261000,4.10459900
4431243894,3.58509800,4.09649700
4431252226,3.61048900,4.05572500
4431260557,3.61051900,4.12234500
4431268889,3.64320400,4.10925300
4431277220,3.67370600,4.13404800
4431285552,3.56092800,4.07380700
4431293884,3.67897000,4.10939000
4431302215,3.54794300,4.12716700
4431310547,3.55712900,4.15989700
4431318878,3.56140100,4.09339900
4431327210,3.53526300,4.13211100
4431335541,3.61975100,4.07803300
4431343873,3.65509000,4.10565200
4431352204,3.54527300,4.15921000
4431360536,3.58264200,4.09086600
4431368867,3.62898300,4.21112100
4431377199,3.55365000,4.13395700
4431385530,3.54202300,4.07281500
4431393862,3.59005700,4.12927200
4431402193,3.60095200,4.11987300
4431410525,3.57640100,4.04196200
4431418856,3.56265300,4.11598200
4431427188,3.52999900,4.06710800
4431435519,3.56330900,3.87861600
4431443851,3.60780300,4.04505900
4431452182,3.67114300,4.07156400
4431460514,3.52441400,4.09590100
4431468846,3.55433700,4.11860700
4431477177,3.53666700,4.24629200
4431485509,3.47029100,4.22776800
4431493840,3.46363800,4.04025300
4431502172,3.48057600,4.16246000
4431510503,3.48707600,4.06068400
4431518835,3.53123500,4.01884500
4431527166,3.49772600,4.00637800
4431535498,3.52374300,4.04512000
4431543829,3.53736900,4.06190500
4431552161,3.52064500,4.01815800
4431560492,3.44574000,4.05062900
4431568824,3.49218800,4.06733700
4431577155,3.44453400,3.98783900
4431585487,3.50485200,4.07634000
4431593818,3.45030200,3.99815400
4431602150,3.50717200,4.06518600
4431610481,3.40850800,4.07917800
4431618813,3.48777800,4.07463100
4431627145,3.40101600,4.03694200
4431635476,3.38481100,4.05432100
4431643808,3.40605200,4.06468200
4431652139,3.39195300,4.11808800
4431660471,3.38464400,3.94662500
4431668802,3.36167900,3.96371500
4431677134,3.36143500,4.01921100
4431685465,3.42816200,4.08706700
4431693797,3.41366600,4.03451500
4431702128,3.36171000,4.00389100
4431710460,3.35011300,4.01431300
4431718791,3.41365100,3.95942700
4431727123,3.34935000,3.99729900
4431735454,3.35574300,3.90518200
4431743786,3.42198200,3.88356000
4431752117,3.46170000,4.04722600
4431760449,3.44906600,4.08815000
4431768780,3.37164300,4.06192000
4431777112,3.46255500,4.01693700
4431785443,3.40380900,3.82316600
4431793775,3.38102700,3.94877600
4431802107,3.36271700,3.73088100
4431810438,3.22949200,3.33177200
4431818770,2.98719800,2.67384300
4431827101,2.35060100,1.68689000
4431835433,NaN,NaN
4431843764,NaN,NaN
4431852096,NaN,NaN
4431860427,NaN,NaN
4431868759,NaN,NaN
4431877090,NaN,NaN
4431885422,NaN,NaN
4431893753,NaN,NaN
4431902085,NaN,NaN
4431910416,NaN,NaN
4431918748,1.84857200,NaN
4431927079,2.29663100,1.49984700
4431935411,1.90852400,1.87052900
4431943742,2.09234600,2.10926800
4431952074,2.56414800,2.11070300
4431960406,3.09564200,2.97752400
4431968737,2.69999700,2.97528100
4431977069,3.13339200,3.31179800
4431985400,3.16366600,3.26559400
4431993732,3.32362400,3.36367800
4432002063,3.39817800,3.44236800
4432010395,3.56013500,3.59494000
4432018726,3.92526200,3.60041800
4432027058,3.72477700,3.66049200
4432035389,3.64450100,3.66372700
4432043721,3.43548600,3.71662900
4432052052,3.71055600,3.94563300
4432060384,3.21800200,4.07730100
4432068715,3.38382000,4.09480300
4432077047,3.44755600,4.02577200
4432085378,3.44732700,3.93585200
4432093710,3.33663900,3.97496000
4432102041,3.35720800,4.06399500
4432110373,3.38797000,4.06929000
4432118704,3.40565500,3.93525700
4432127036,3.36393700,4.02391100
4432135368,3.38266000,3.91392500
4432143699,3.42123400,4.04910300
4432152031,3.36117600,4.06903100
4432160362,3.41993700,3.95240800
4432168694,3.45249900,3.95822100
4432177025,3.46261600,3.83601400
4432185357,3.39779700,3.85824600
4432193688,3.46061700,3.83793600
4432202020,3.30609100,3.90388500
4432210351,3.37208600,3.86775200
4432218683,3.34701500,3.90022300
4432227014,3.47656300,3.92335500
4432235346,3.50943000,3.89309700
4432243677,3.38909900,3.81988500
4432252009,3.36314400,3.88583400
4432260340,3.45015000,3.92134100
4432268672,3.44081100,3.94352700
4432277003,3.62324500,3.95304900
4432285335,3.56314100,3.89637800
4432293667,3.67627000,3.69107100
4432301998,3.46752900,3.78950500
4432310330,3.42594900,3.85780300
4432318661,3.33215300,3.87506100
4432326993,3.42869600,4.03064000
4432335324,3.44868500,3.91519200
4432343656,3.45417800,3.87222300
4432351987,3.45048500,3.97947700
4432360319,3.43786600,3.88137800
4432368650,3.48196400,3.85620100
4432376982,3.43263200,3.82580600
4432385313,3.44805900,4.01573200
4432393645,3.50761400,3.99792500
4432401976,3.39846800,3.85824600
4432410308,3.40155000,3.84368900
4432418639,3.36694300,3.88148500
4432426971,3.32080100,3.82423400
4432435302,3.33891300,3.77169800
4432443634,3.43223600,3.91655000
4432451965,3.44931000,3.88243100
4432460297,3.43617200,3.91336100
4432468629,3.39524800,3.89273100
4432476960,3.37211600,3.84953300
4432485292,3.40692100,3.91246000
4432493623,3.40101600,3.87304700
4432501955,3.39740000,3.81605500
4432510286,3.35780300,3.90597500
4432518618,3.34150700,3.88841200
4432526949,3.35455300,3.87406900
4432535281,3.32884200,3.83587600
4432543612,3.43582200,3.85937500
4432551944,3.37097200,3.88029500
4432560275,3.53627000,3.82801800
4432568607,3.34448200,3.96319600
4432576938,3.48155200,4.01149000
4432585270,3.46933000,3.80116300
4432593601,3.48757900,3.86650100
4432601933,3.39520300,3.87257400
4432610264,3.39723200,3.88581800
4432618596,3.43115200,3.84112500
4432626928,3.46748400,3.93182400
4432635259,3.42791700,3.95463600
4432643591,3.43635600,3.90063500
4432651922,3.41337600,3.90521200
4432660254,3.39286800,3.91993700
4432668585,3.35826100,3.90062000
4432676917,3.39300500,3.96209700
4432685248,3.41905200,3.85803200
4432693580,3.44473300,3.96276900
4432701911,3.38691700,3.89271500
4432710243,3.37664800,3.96569800
4432718574,3.34280400,3.88021900
4432726906,3.36738600,3.93920900
4432735237,3.41833500,3.91706800
4432743569,3.35806300,3.93530300
4432751900,3.31164600,3.89213600
4432760232,3.36747700,3.97963000
4432768563,3.35386700,3.91766400
4432776895,3.41116300,3.88974000
4432785226,3.35438500,3.89675900
4432793558,3.32234200,3.96772800
4432801890,3.40220600,3.87374900
4432810221,3.41520700,3.94290200
4432818553,3.45921300,4.13223300
4432826884,3.41682400,4.19162000
4432835216,3.42207300,4.05369600
4432843547,3.37649500,4.16926600
4432851879,3.37634300,4.17317200
4432860210,3.30374100,4.02865600
4432868542,3.31961100,4.09823600
4432876873,3.39538600,4.04724100
4432885205,3.43449400,4.04806500
4432893536,3.39808700,4.03205900
4432901868,3.41662600,4.04991100
4432910199,3.39906300,4.00410500
4432918531,3.42015100,4.07121300
4432926862,3.44810500,3.99176000
4432935194,3.43779000,4.05252100
4432943525,3.36056500,3.99749800
4432951857,3.43299900,4.13897700
4432960189,3.40644800,4.08496100
4432968520,3.40512100,4.08168000
4432976852,3.41540500,4.07043500
4432985183,3.36903400,3.98736600
4432993515,3.42872600,4.07087700
4433001846,3.38626100,4.07157900
4433010178,3.36491400,4.05952500
4433018509,3.36731000,4.09367400
4433026841,3.36329700,4.03935200
4433035172,3.38531500,4.07246400
4433043504,3.35968000,4.06919900
4433051835,3.32408100,4.09692400
4433060167,3.39477500,4.12439000
4433068498,3.39021300,4.01211500
4433076830,3.32302900,4.04051200
4433085161,3.36610400,4.04171800
4433093493,3.35467500,4.02024800
4433101824,3.38670300,4.09581000
4433110156,3.35183700,4.07762100
4433118487,3.33641100,4.17439300
4433126819,3.35817000,4.25996400
4433135151,3.34782400,4.14073200
4433143482,3.35363800,4.15263400
4433151814,3.32234200,4.26313800
4433160145,3.31881700,4.12590000
4433168477,3.34001200,4.15260300
4433176808,3.28779600,4.15921000
4433185140,3.29698200,4.17579700
4433193471,3.31364400,4.11720300
4433201803,3.27162200,4.17646800
4433210134,3.33219900,4.06649800
4433218466,3.32908600,4.26557900
4433226797,3.38304100,4.11843900
4433235129,3.37951700,4.14918500
4433243460,3.33131400,4.17366000
4433251792,3.35838300,4.28355400
4433260123,3.28680400,4.17646800
4433268455,3.36399800,4.12400800
4433276786,3.36044300,4.18440200
4433285118,3.41918900,4.15161100
4433293450,3.38188200,4.16595500
4433301781,3.30537400,4.11355600
4433310113,3.30120800,4.18891900
4433318444,3.28724700,4.11491400
4433326776,3.31054700,4.11065700
4433335107,3.31181300,4.18145800
4433343439,3.29174800,4.07571400
4433351770,3.26738000,4.17152400
4433360102,3.29499800,4.19923400
4433368433,3.31321700,4.12553400
4433376765,3.25325000,4.08721900
4433385096,3.31051600,4.18243400
4433393428,3.40742500,4.23114000
4433401759,3.35203600,4.30371100
4433410091,3.39727800,4.36976600
4433418422,3.33128400,4.37963900
4433426754,3.27896100,4.38920600
4433435085,3.29266400,4.43304400
4433443417,3.33767700,4.41157500
4433451748,3.33216900,4.42929100
4433460080,3.32620200,4.32865900
4433468412,3.33860800,4.43287700
4433476743,3.32838400,4.33073400
4433485075,3.29129000,4.38687100
4433493406,3.24746700,4.41143800
4433501738,3.29682900,4.43884300
4433510069,3.32543900,4.45658900
4433518401,3.36268600,4.43278500
4433526732,3.30667100,4.43399000
4433535064,3.37297100,4.47836300
4433543395,3.29306000,4.43705700
4433551727,3.35682700,4.48344400
4433560058,3.34748800,4.45317100
4433568390,3.32988000,4.48883100
4433576721,3.33213800,4.44236800
4433585053,3.30220000,4.39506500
4433593384,3.26719700,4.45243800
4433601716,3.27426100,4.43705700
4433610047,3.26414500,4.43464700
4433618379,3.30906700,4.52044700
4433626711,3.27900700,4.54296900
4433635042,3.29797400,4.51269500
4433643374,3.30140700,4.58303800
4433651705,3.33326700,4.64781200
4433660037,3.35504200,4.61515800
4433668368,3.37168900,4.61666900
4433676700,3.47087100,4.60121200
4433685031,3.52485700,4.71594200
4433693363,3.49661300,4.80386400
4433701694,3.49104300,4.89105200
4433710026,3.46322600,4.81414800
4433718357,3.46574400,4.78868100
4433726689,3.46479800,4.91958600
4433735020,3.45373500,4.85719300
4433743352,3.49675000,4.84574900
4433751683,3.46138000,4.90524300
4433760015,3.43045000,4.90963700
4433768346,3.45471200,4.83059700
4433776678,3.44795200,4.94230700
4433785009,3.43658400,4.96551500
4433793341,3.46435500,4.93525700
4433801673,3.44139100,5.00021400
4433810004,3.44966100,4.95924400
4433818336,3.43032800,5.03103600
4433826667,3.37353500,5.01695300
4433834999,3.35580400,5.01091000
4433843330,3.39794900,5.01593000
4433851662,3.37736500,4.96089200
4433859993,3.37951700,4.92756700
4433868325,3.37728900,4.88865700
4433876656,3.37400800,4.93692000
4433884988,3.35842900,4.93217500
4433893319,3.37648000,4.87583900
4433901651,3.36076400,4.91207900
4433909982,3.37774700,4.91484100
4433918314,3.36561600,4.91845700
4433926645,3.36883500,4.88548300
4433934977,3.35911600,4.82753000
4433943308,3.37501500,4.88765000
4433951640,3.35386700,4.87034600
4433959972,3.33914200,4.88639800
4433968303,3.32550000,4.88179000
4433976635,3.34588600,4.90972900
4433984966,3.34587100,4.91973900
4433993298,3.36195400,4.87814300
4434001629,3.36727900,4.91537500
4434009961,3.34422300,4.85295100
4434018292,3.30732700,4.86737100
4434026624,3.32981900,4.87324500
4434034955,3.34773300,4.77188100
4434043287,3.33085600,4.76876800
4434051618,3.30850200,4.82122800
4434059950,3.31124900,4.79774500
4434068281,3.27484100,4.79701200
4434076613,3.39486700,4.78340100
4434084944,3.31922900,4.79025300
4434093276,3.30873100,4.70607000
4434101607,3.29657000,4.70712300
4434109939,3.27381900,4.67239400
4434118270,3.35533100,4.64093000
4434126602,3.36775200,4.65062000
4434134934,3.17776500,4.54766800
4434143265,3.24192800,4.27592500
4434151597,3.16613800,4.05529800
4434159928,3.21745300,3.81468200
4434168260,3.29380800,3.71392800
4434176591,3.30149800,3.78483600
4434184923,3.29940800,3.81637600
4434193254,3.22869900,3.89250200
4434201586,3.18354800,3.86204500
4434209917,3.21513400,3.85232500
4434218249,3.21124300,3.80638100
4434226580,3.17285200,3.82466100
4434234912,3.15882900,3.79658500
4434243243,3.18423500,3.73710600
4434251575,3.15802000,3.76733400
4434259906,3.15528900,3.87419100
4434268238,3.17343100,3.74873400
4434276569,3.21823100,3.83891300
4434284901,3.13678000,3.87213100
4434293233,3.17677300,3.80970800
4434301564,3.24057000,3.85142500
4434309896,3.14819300,3.88458300
4434318227,3.17964200,3.89421100
4434326559,3.13610800,3.86631800
4434334890,3.15280200,3.89712500
4434343222,3.13893100,3.85965000
4434351553,3.14471400,3.95024100
4434359885,3.15608200,3.97448700
4434368216,3.17192100,3.99212600
4434376548,3.13699300,3.98979200
4434384879,3.14386000,4.04995700
4434393211,3.20625300,4.02021800
4434401542,3.18103000,4.03436300
4434409874,3.23362700,4.11277800
4434418205,3.19854700,4.08953900
4434426537,3.18911700,4.03013600
4434434868,3.21234100,4.10316500
4434443200,3.24969500,4.06491100
4434451531,3.23828100,4.10244800
4434459863,3.25726300,4.11604300
4434468195,3.24874900,4.04504400
4434476526,3.25087000,4.06930500
4434484858,3.28892500,4.19488500
4434493189,3.29151900,4.02748100
4434501521,3.29953000,4.11843900
4434509852,3.34822100,4.19293200
4434518184,3.30754100,4.08604400
4434526515,3.32960500,4.12965400
4434534847,3.32830800,4.04361000
4434543178,3.40287800,4.03431700
4434551510,3.38967900,4.14822400
4434559841,3.39692700,4.18029800
4434568173,3.40391500,4.13085900
4434576504,3.36618000,4.14176900
4434584836,3.41963200,4.23225400
4434593167,3.40054300,4.26356500
4434601499,3.38172900,4.16278100
4434609830,3.34182700,4.26374800
4434618162,3.36515800,4.23341400
4434626494,3.44265700,4.18328900
4434634825,3.39219700,4.27684000
4434643157,3.41192600,4.18148800
4434651488,3.37663300,4.25047300
4434659820,3.37921100,4.14704900
4434668151,3.39773600,4.25421100
4434676483,3.45239300,4.09880100
4434684814,3.45851100,4.20526100
4434693146,3.45253000,4.25218200
4434701477,3.41535900,4.13713100
4434709809,3.42509500,4.12912000
4434718140,3.46328700,4.19932600
4434726472,3.48213200,4.17091400
4434734803,3.54003900,4.11822500
4434743135,3.46556100,4.17427100
4434751466,3.44264200,4.12191800
4434759798,3.50131200,4.15313700
4434768129,3.44928000,4.14503500
4434776461,3.46055600,4.12622100
4434784792,3.51918000,4.09594700
4434793124,3.51818800,4.14413500
4434801456,3.51524400,4.14599600
4434809787,3.45025600,4.10446200
4434818119,3.58989000,4.06608600
4434826450,3.56800800,4.20636000
4434834782,3.58039900,4.08766200
4434843113,3.50708000,4.12399300
4434851445,3.48825100,4.01312300
4434859776,3.45251500,4.00575300
4434868108,3.45271300,3.66462700
4434876439,3.47241200,3.32128900
4434884771,3.21101400,2.40431200
4434893102,2.93377700,NaN
4434901434,2.80110200,NaN
4434909765,2.27122500,NaN
4434918097,1.95820600,NaN
4434926428,NaN,NaN
4434934760,NaN,NaN
4434943091,NaN,NaN
4434951423,NaN,NaN
4434959755,NaN,NaN
4434968086,NaN,NaN
4434976418,1.89917000,NaN
4434984749,2.01991300,NaN
4434993081,2.38403300,NaN
4435001412,2.35510300,NaN
4435009744,2.94026200,NaN
4435018075,2.96516400,NaN
4435026407,2.58914200,2.26957700
4435034738,3.23304700,1.96598800
4435043070,3.72047400,2.74415600
4435051401,3.70806900,2.83622700
4435059733,3.63377400,2.86518900
4435068064,3.48907500,3.21521000
4435076396,3.42247000,3.28997800
4435084727,3.25683600,3.50961300
4435093059,3.45562700,3.71687300
4435101390,3.44921900,3.74720800
4435109722,3.45886200,3.71173100
4435118053,3.49186700,3.83337400
4435126385,3.46911600,3.79110700
4435134717,3.41009500,3.81112700
4435143048,3.42140200,3.90142800
4435151380,3.46231100,4.11290000
4435159711,3.39132700,4.18100000
4435168043,3.40899700,3.97079500
4435176374,3.48259000,4.01724200
4435184706,3.47825600,4.07238800
4435193037,3.48742700,4.12440500
4435201369,3.43548600,4.02114900
4435209700,3.43180800,3.89469900
4435218032,3.42417900,3.86921700
4435226363,3.46275300,3.99110400
4435234695,3.44813500,3.95437600
4435243026,3.35565200,3.97212200
4435251358,3.48730500,4.01101700
4435259689,3.44723500,4.04093900
4435268021,3.51521300,3.95205700
4435276352,3.53488200,3.96084600
4435284684,3.52494800,4.08017000
4435293016,3.56562800,4.01309200
4435301347,3.50781300,4.16561900
4435309679,3.52761800,4.02992200
4435318010,3.55372600,4.12872300
4435326342,3.60493500,4.15562400
4435334673,3.53550700,4.22613500
4435343005,3.60208100,4.15803500
4435351336,3.58529700,4.24205000
4435359668,3.53498800,4.27182000
4435367999,3.66125500,4.31550600
4435376331,3.59640500,4.18618800
4435384662,3.61305200,4.21771200
4435392994,3.52754200,4.17326400
4435401325,3.53447000,4.22558600
4435409657,3.63497900,4.31514000
4435417988,3.60229500,4.27920500
4435426320,3.60861200,4.21640000
4435434651,3.57481400,4.16249100
4435442983,3.55647300,4.23527500
4435451314,3.46795700,4.09654200
4435459646,3.34927400,3.99394200
4435467978,3.43022200,3.96804800
4435476309,3.45921300,3.92984000
4435484641,3.43144200,4.05377200
4435492972,3.39604200,3.96331800
4435501304,3.41745000,4.15663100
4435509635,3.42256200,4.13479600
4435517967,3.41703800,3.98931900
4435526298,3.38435400,4.08003200
4435534630,3.45318600,4.09881600
4435542961,3.44442700,4.08343500
4435551293,3.39120500,4.09202600
4435559624,3.44857800,4.08619700
4435567956,3.40954600,4.06686400
4435576287,3.38085900,4.07946800
4435584619,3.44216900,4.07119800
4435592950,3.34785500,4.07591200
4435601282,3.23526000,4.05728100
4435609613,3.25251800,4.00849900
4435617945,3.23208600,4.04016100
4435626277,3.25614900,4.01998900
4435634608,3.32261700,4.05261200
4435642940,3.29356400,4.02169800
4435651271,3.34840400,4.06092800
4435659603,3.33123800,4.02453600
4435667934,3.31514000,4.04046600
4435676266,3.35520900,4.05575600
4435684597,3.32856800,4.03134200
4435692929,3.32104500,4.03073100
4435701260,3.37071200,4.02377300
4435709592,3.38153100,4.04411300
4435717923,3.30999800,4.04629500
4435726255,3.36863700,4.05596900
4435734586,3.38233900,4.06404100
4435742918,3.38807700,4.06778000
4435751249,3.38951100,4.03869600
4435759581,3.31919900,4.07006800
4435767912,3.28851300,4.04904200
4435776244,3.32020600,4.05253600
4435784575,3.36021400,4.02430700
4435792907,3.35969500,3.97073400
4435801239,3.32971200,4.04258700
4435809570,3.29170200,4.08160400
4435817902,3.31547500,4.00482200
4435826233,3.34690900,4.05241400
4435834565,3.31208800,4.07878100
4435842896,3.31971700,4.16629000
4435851228,3.42872600,4.05271900
4435859559,3.63017300,3.99922200
4435867891,3.56277500,4.25399800
4435876222,3.53251600,4.42562900
4435884554,3.39318800,4.11222800
4435892885,3.44059800,4.23999000
4435901217,3.50093100,4.46374500
4435909548,3.54803500,4.50398300
4435917880,3.60527000,4.55983000
4435926211,3.66972400,4.50929300
4435934543,3.64752200,4.39367700
4435942874,3.64192200,4.49702500
4435951206,3.66192600,4.58839400
4435959538,3.68428000,4.67652900
4435967869,3.60804700,4.73931900
4435976201,3.55552700,4.79132100
4435984532,3.63262900,4.94220000
4435992864,3.65501400,5.05072000
4436001195,3.59495500,5.02981600
4436009527,3.61514300,5.06024200
4436017858,3.64050300,5.05184900
4436026190,3.64915500,5.08259600
4436034521,3.61180100,5.05717500
4436042853,3.64122000,5.14341700
4436051184,3.64990200,5.14413500
4436059516,3.66104100,5.06819200
4436067847,3.59620700,5.04060400
4436076179,3.66574100,5.07121300
4436084510,3.65097000,5.01829500
4436092842,3.65824900,5.09503200
4436101173,3.63737500,5.08534200
4436109505,3.65959200,5.07930000
4436117836,3.67846700,5.08851600
4436126168,3.59756500,5.04777500
4436134500,3.65937800,5.08004800
4436142831,3.61947600,5.01683000
4436151163,3.59074400,5.02241500
4436159494,3.56875600,5.01319900
4436167826,3.63578800,5.01431300
4436176157,3.61328100,5.02110300
4436184489,3.57502700,5.02754200
4436192820,3.56645200,4.97605900
4436201152,3.54438800,4.95153800
4436209483,3.49490400,4.35388200
4436217815,3.55645800,3.82116700
4436226146,3.50585900,1.78552200
4436234478,3.27130100,NaN
4436242809,2.07824700,NaN
4436251141,NaN,NaN
4436259472,NaN,NaN
4436267804,NaN,NaN
4436276135,NaN,NaN
4436284467,NaN,NaN
4436292799,NaN,NaN
4436301130,NaN,NaN
4436309462,NaN,NaN
4436317793,NaN,NaN
4436326125,NaN,NaN
4436334456,NaN,NaN
4436342788,NaN,NaN
4436351119,NaN,NaN
4436359451,NaN,NaN
4436367782,NaN,NaN
4436376114,NaN,NaN
4436384445,NaN,NaN
4436392777,NaN,NaN
4436401108,1.90293900,NaN
4436409440,2.17680400,NaN
4436417771,2.75949100,1.93539400
4436426103,2.93220500,2.32942200
4436434434,3.04344200,2.86167900
4436442766,3.05151400,3.36721800
4436451097,3.12393200,3.45954900
4436459429,3.09690900,3.68026700
4436467761,3.15223700,3.61200000
4436476092,3.19963100,3.57441700
4436484424,3.01310700,3.53294400
4436492755,3.12928800,3.62399300
4436501087,3.24574300,3.57354700
4436509418,3.11744700,3.72537200
4436517750,3.10653700,3.79657000
4436526081,3.14950600,3.95690900
4436534413,3.22837800,4.01974500
4436542744,3.19406100,3.93696600
4436551076,3.23614500,3.89944500
4436559407,3.21015900,3.94853200
4436567739,3.29725600,3.99972500
4436576070,3.26998900,3.87944000
4436584402,3.40181000,3.97573900
4436592733,3.33902000,3.96006800
4436601065,3.21708700,4.01791400
4436609396,3.15760800,3.90972900
4436617728,3.14248700,4.09909100
4436626060,3.17529300,4.12155200
4436634391,3.23516800,4.22135900
4436642723,3.13044700,4.24827600
4436651054,3.24617000,4.40902700
4436659386,3.43595900,4.48872400
4436667717,3.45469700,4.47134400
4436676049,3.55917400,4.50944500
4436684380,3.54525800,4.48396300
4436692712,3.64808700,4.45416300
4436701043,3.50035100,4.47464000
4436709375,3.52641300,4.22453300
4436717706,3.32760600,4.11068700
4436726038,3.32771300,4.03614800
4436734369,3.38606300,3.87229900
4436742701,3.36648600,3.89715600
4436751032,3.23934900,3.77061500
4436759364,3.14834600,3.81926000
4436767695,3.19039900,3.79736300
4436776027,3.19888300,3.70950300
4436784358,3.25235000,3.70445300
4436792690,3.10173000,3.59523000
4436801022,3.19154400,3.59365800
4436809353,3.16291800,3.66093400
4436817685,3.17871100,3.62532000
4436826016,3.22192400,3.63426200
4436834348,3.15266400,3.69122300
4436842679,3.20916700,3.67462200
4436851011,3.23040800,3.66833500
4436859342,3.27516200,3.70015000
4436867674,3.29521200,3.70765700
4436876005,3.32563800,3.75933800
4436884337,3.28187600,3.73634300
4436892668,3.25621000,3.66062900
4436901000,3.26803600,3.67695600
4436909331,3.19886800,3.62059000
4436917663,3.19009400,3.61946100
4436925994,3.20529200,3.70288100
4436934326,3.26568600,3.65457200
4436942657,3.27894600,3.65039100
4436950989,3.25529500,3.63224800
4436959321,3.25845300,3.68061800
4436967652,3.14753700,3.67610200
4436975984,3.17924500,3.65139800
4436984315,3.14961200,3.68997200
4436992647,3.13288900,3.67565900
4437000978,3.23094200,3.62162800
4437009310,3.14778100,3.65795900
4437017641,3.13600200,3.60307300
4437025973,3.14608800,3.62512200
4437034304,3.15274000,3.63056900
4437042636,3.15512100,3.63325500
4437050967,3.18362400,3.63987700
4437059299,3.13615400,3.72537200
4437067630,3.13018800,3.65368700
4437075962,3.15458700,3.65190100
4437084293,3.10943600,3.68107600
4437092625,3.11628700,3.75149500
4437100956,3.08924900,3.68949900
4437109288,3.07122800,3.68762200
4437117619,3.17314100,3.77281200
4437125951,3.01622000,3.68861400
4437134283,3.19534300,3.71533200
4437142614,3.07637000,3.74209600
4437150946,2.96380600,3.72927900
4437159277,3.08293200,3.67292800
4437167609,2.96925400,3.23013300
4437175940,2.61322000,2.94798300
4437184272,2.21882600,1.93341100
4437192603,NaN,NaN
4437200935,NaN,NaN
4437209266,NaN,NaN
4437217598,NaN,NaN
4437225929,NaN,NaN
4437234261,NaN,NaN
4437242592,NaN,NaN
4437250924,NaN,2.27778600
4437259255,2.29304500,1.85656700
4437267587,2.93197600,1.79890400
4437275918,3.40440400,2.04733300
4437284250,3.32791100,2.94001800
4437292582,3.71508800,2.83325200
4437300913,3.77348300,3.70520000
4437309245,3.49142500,4.10463000
4437317576,3.31564300,3.93586700
4437325908,3.48104900,4.15332000
4437334239,3.41517600,4.09338400
4437342571,3.30278000,3.84878500
4437350902,3.49946600,3.85791000
4437359234,3.46504200,3.94366500
4437367565,3.58290100,3.96122700
4437375897,3.47338900,3.98757900
4437384228,3.46315000,3.83177200
4437392560,3.45809900,3.86676000
4437400891,3.32428000,3.81889300
4437409223,3.17428600,3.83165000
4437417554,3.23764000,3.79756200
4437425886,3.23332200,3.77839700
4437434217,3.23889200,3.89302100
4437442549,3.16923500,3.81822200
4437450880,3.22702000,3.93212900
4437459212,3.17741400,3.89521800
4437467544,3.18870500,3.87937900
4437475875,3.28889500,4.01815800
4437484207,3.29063400,3.98629800
4437492538,3.26866100,4.02684000
4437500870,3.24841300,3.95568800
4437509201,3.26600600,4.03485100
4437517533,3.27449000,4.01614400
4437525864,3.30049100,4.07737700
4437534196,3.19998200,4.12033100
4437542527,3.39697300,4.05246000
4437550859,3.34001200,4.03392000
4437559190,3.36259500,4.05957000
4437567522,3.32452400,4.09794600
4437575853,3.35920700,4.09062200
4437584185,3.37181100,4.09692400
4437592516,3.30694600,4.07112100
4437600848,3.28981000,4.06459000
4437609179,3.35513300,4.22085600
4437617511,3.40577700,4.16081200
4437625843,3.29048200,4.10051000
4437634174,3.36561600,4.12391700
4437642506,3.32959000,4.10858200
4437650837,3.36869800,4.11845400
4437659169,3.38398700,4.15901200
4437667500,3.41911300,4.23960900
4437675832,3.31645200,4.24342300
4437684163,3.36554000,4.31672700
4437692495,3.36714200,4.24803200
4437700826,3.40814200,4.20192000
4437709158,3.39431800,4.21998600
4437717489,3.43403600,4.19044500
4437725821,3.42083700,4.15971400
4437734152,3.36526500,4.22555500
4437742484,3.42968800,4.27742000
4437750815,3.41633600,4.22763100
4437759147,3.38233900,4.22331200
4437767478,3.40448000,4.30632000
4437775810,3.42561300,4.30233800
4437784141,3.43370100,4.30278000
4437792473,3.44812000,4.24589500
4437800805,3.43461600,4.27652000
4437809136,3.42747500,4.27142300
4437817468,3.48429900,4.24456800
4437825799,3.41296400,4.23979200
4437834131,3.40795900,4.34292600
4437842462,3.43403600,4.24386600
4437850794,3.40969800,4.28508000
4437859125,3.43257100,4.24455300
4437867457,3.42713900,4.24389600
4437875788,3.39460800,4.20819100
4437884120,3.43553200,4.18469200
4437892451,3.41235400,4.11361700
4437900783,3.40325900,4.22926300
4437909114,3.42063900,4.14675900
4437917446,3.42453000,4.10788000
4437925777,3.39335600,4.07023600
4437934109,3.36196900,4.05506900
4437942440,3.36857600,3.85647600
4437950772,3.40747100,3.95181300
4437959104,3.34649700,3.84350600
4437967435,3.43138100,3.63046300
4437975767,3.26283300,3.42190600
4437984098,2.66215500,1.67549100
4437992430,NaN,NaN
4438000761,NaN,NaN
4438009093,NaN,NaN
4438017424,NaN,NaN
4438025756,NaN,NaN
4438034087,NaN,NaN
4438042419,NaN,NaN
4438050750,NaN,NaN
4438059082,NaN,NaN
4438067413,NaN,NaN
4438075745,NaN,NaN
4438084076,NaN,NaN
4438092408,1.84664900,NaN
4438100739,2.01973000,NaN
4438109071,2.56761200,2.58561700
4438117402,2.76622000,2.45439100
4438125734,3.14390600,2.75103800
4438134066,3.49174500,2.71975700
