TimeStamp,Left_Pupil_Diameter,Right_Pupil_Diameter
4424270009,3.34619100,4.43573000
4424278340,3.33821100,4.45066800
4424286672,3.32722500,4.52658100
4424295004,3.41185000,4.49736000
4424303335,3.30854800,4.49379000
4424311667,3.18399000,4.45156900
4424319998,3.30773900,4.52880900
4424328330,3.27760300,4.48431400
4424336661,3.37847900,4.50941500
4424344993,3.39730800,4.33078000
4424353324,3.46183800,4.18885800
4424361656,3.44323700,4.04182400
4424369987,3.37005600,3.73245200
4424378319,3.22143600,2.50241100
4424386650,3.04605100,1.67631500
4424394982,1.70304900,NaN
4424403313,NaN,NaN
4424411645,NaN,NaN
4424419976,NaN,NaN
4424428308,NaN,NaN
4424436639,NaN,NaN
4424444971,NaN,NaN
4424453302,NaN,NaN
4424461634,NaN,NaN
4424469966,NaN,NaN
4424478297,NaN,NaN
4424486629,2.29820300,1.78573600
4424494960,2.36322000,2.48744200
4424503292,2.98727400,3.00996400
4424511623,3.06352200,3.06233200
4424519955,2.84931900,3.33203100
4424528286,3.08686800,3.72865300
4424536618,3.20730600,3.64535500
4424544949,3.21292100,3.56524700
4424553281,3.34513900,4.13256800
4424561612,3.40538000,4.58030700
4424569944,3.55206300,4.85110500
4424578275,3.54849200,4.90187100
4424586607,3.44117700,4.78532400
4424594938,3.50805700,4.86103800
4424603270,3.68385300,5.10929900
4424611601,3.63235500,5.08329800
4424619933,3.73577900,5.24346900
4424628265,3.56913800,5.23788500
4424636596,3.60362200,5.39122000
4424644928,3.55352800,5.06065400
4424653259,3.50071700,4.97277800
4424661591,3.53074600,4.76527400
4424669922,3.42698700,4.64280700
4424678254,3.38118000,4.59697000
4424686585,3.33551000,4.68603500
4424694917,3.34187300,4.60112000
4424703248,3.37872300,4.66415400
4424711580,3.35205100,4.54441800
4424719911,3.43353300,4.64723200
4424728243,3.42323300,4.74765000
4424736574,3.50389100,4.55571000
4424744906,3.54336500,4.63201900
4424753237,3.68382300,4.64108300
4424761569,3.70150800,4.88867200
4424769900,3.61697400,4.67822300
4424778232,3.50566100,4.90571600
4424786563,3.49485800,4.72558600
4424794895,3.55909700,4.77722200
4424803227,3.65042100,5.04240400
4424811558,3.53350800,5.04777500
4424819890,3.79899600,5.26068100
4424828221,3.77450600,5.03595000
4424836553,3.75872800,5.11882000
4424844884,3.72744800,5.11402900
4424853216,3.74464400,5.08485400
4424861547,3.63279700,5.17898600
4424869879,3.71919300,5.13032500
4424878210,3.60711700,5.04644800
4424886542,3.59477200,4.83457900
4424894873,3.55006400,4.86903400
4424903205,3.49813800,4.79884300
4424911536,3.43434100,4.67906200
4424919868,3.42912300,4.67611700
4424928199,3.51821900,4.76463300
4424936531,3.42680400,4.68794300
4424944862,3.25648500,4.70840500
4424953194,3.37902800,4.65562400
4424961526,3.42904700,4.62663300
4424969857,3.31059300,4.67422500
4424978189,3.40576200,4.57127400
4424986520,3.45257600,4.59645100
4424994852,3.35075400,4.55598400
4425003183,3.26684600,4.39616400
4425011515,3.33058200,4.46304300
4425019846,3.28137200,4.49772600
4425028178,3.29303000,4.40976000
4425036509,3.23823500,4.42808500
4425044841,3.20694000,4.45530700
4425053172,3.29489100,4.43858300
4425061504,3.25746200,4.42369100
4425069835,3.26835600,4.42565900
4425078167,3.18151900,4.40765400
4425086498,3.26167300,4.34349100
4425094830,3.27020300,4.33378600
4425103161,3.25059500,4.41464200
4425111493,3.19780000,4.39065600
4425119824,3.17044100,4.44512900
4425128156,3.10681200,4.37455700
4425136488,3.11766100,4.32109100
4425144819,3.19851700,4.35380600
4425153151,3.08482400,4.33216900
4425161482,3.16436800,4.36261000
4425169814,3.18615700,4.40152000
4425178145,3.23837300,4.33470200
4425186477,3.28895600,4.36833200
4425194808,3.27085900,4.36547900
4425203140,3.15788300,4.30773900
4425211471,3.24655200,4.32647700
4425219803,3.19429000,4.30264300
4425228134,3.24465900,4.37121600
4425236466,3.25076300,4.43063400
4425244797,3.28639200,4.24719200
4425253129,3.28569000,4.38835100
4425261460,3.36645500,4.50160200
4425269792,3.36291500,4.39968900
4425278123,3.38798500,4.38864100
4425286455,3.28744500,4.49118000
4425295186,3.29594400,4.41177400
4425303517,3.26965300,4.46797200
4425311849,3.30186500,4.42692600
4425320180,3.31970200,4.43333400
4425328512,3.33839400,4.36746200
4425336843,3.32505800,4.56570400
4425345175,3.32122800,4.49937400
4425353506,3.35173000,4.47055100
4425361838,3.36398300,4.53620900
4425370169,3.38932800,4.56791700
4425378501,3.38696300,4.46244800
4425386832,3.38775600,4.47160300
4425395164,3.35147100,4.52430700
4425403495,3.44009400,4.47921800
4425411827,3.38981600,4.52746600
4425420158,3.31639100,4.54478500
4425428490,3.39978000,4.41951000
4425436821,3.42286700,4.52906800
4425445153,3.46862800,4.53656000
4425453484,3.43612700,4.52052300
4425461816,3.44296300,4.67143200
4425470148,3.45646700,4.64836100
4425478479,3.45842000,4.47596700
4425486811,3.42271400,4.61766100
4425495142,3.37677000,4.49026500
4425503474,3.39794900,4.54789700
4425511805,3.42753600,4.51185600
4425520137,3.42761200,4.57333400
4425528468,3.50939900,4.56623800
4425536800,3.45745800,4.55009500
4425545131,3.50175500,4.49012800
4425553463,3.41099500,4.43595900
4425561794,3.41943400,4.46083100
4425570126,3.42495700,4.44654800
4425578457,3.47401400,4.48599200
4425586789,3.42367600,4.52961700
4425595120,3.47062700,4.47329700
4425603452,3.46498100,4.46920800
4425611783,3.48188800,4.39401200
4425620115,3.42349200,4.55427600
4425628447,3.42410300,4.45115700
4425636778,3.41156000,4.47990400
4425645110,3.38375900,4.41998300
4425653441,3.36398300,4.48140000
4425661773,3.38742100,4.46273800
4425670104,3.37306200,4.46302800
4425678436,3.42880200,4.53312700
4425686767,3.39334100,4.45512400
4425695099,3.45396400,4.42932100
4425703430,3.36454800,4.46554600
4425711762,3.37681600,4.46142600
4425720093,3.37295500,4.50488300
4425728425,3.38494900,4.52499400
4425736756,3.41125500,4.41590900
4425745088,3.39976500,4.46411100
4425753419,3.39569100,4.50932300
4425761751,3.37640400,4.51626600
4425770082,3.31379700,4.50375400
4425778414,3.27217100,4.51364100
4425786745,3.31764200,4.45864900
4425795077,3.31173700,4.37217700
4425803409,3.33876000,4.39219700
4425811740,3.36126700,4.40089400
4425820072,3.36030600,4.43727100
4425828403,3.36625700,4.37692300
4425836735,3.33926400,4.42001300
4425845066,3.41326900,4.33535800
4425853398,3.35252400,4.33302300
4425861729,3.31477400,4.38923600
4425870061,3.33789100,4.34002700
4425878392,3.37381000,4.42643700
4425886724,3.31437700,4.48381000
4425895055,3.32324200,4.42022700
4425903387,3.29978900,4.43150300
4425911718,3.32045000,4.38337700
4425920050,3.30476400,4.42186000
4425928381,3.33316000,4.33097800
4425936713,3.33496100,4.34738200
4425945044,3.36161800,4.33728000
4425953376,3.31681800,4.31454500
4425961708,3.37164300,4.24429300
4425970039,3.34416200,4.31947300
4425978371,3.35649100,4.33044400
4425986702,3.33219900,4.30049100
4425995034,3.30098000,4.36132800
4426003365,3.29602100,4.29423500
4426011697,3.37368800,4.32467700
4426020028,3.38354500,4.23951700
4426028360,3.23277300,4.20495600
4426036691,3.26506000,4.25070200
4426045023,3.28389000,4.17462200
4426053354,3.20442200,4.15211500
4426061686,3.20170600,4.21598800
4426070017,3.22203100,4.25262500
4426078349,3.22886700,4.10017400
4426086680,3.18524200,4.21083100
4426095012,3.20364400,4.26882900
4426103343,3.27177400,4.20716900
4426111675,3.14663700,4.16095000
4426120006,3.15908800,4.14572100
4426128338,3.17649800,4.19531300
4426136670,3.16038500,4.17886400
4426145001,3.14788800,4.15077200
4426153333,3.12902800,4.16679400
4426161664,3.23129300,4.19473300
4426169996,3.23420700,4.18525700
4426178327,3.14273100,4.12127700
4426186659,3.29595900,4.14294400
4426194990,3.23535200,4.26844800
4426203322,3.34916700,4.21310400
4426211653,3.37974500,4.30075100
4426219985,3.28190600,4.34872400
4426228316,3.31745900,4.33081100
4426236648,3.27897600,4.26547200
4426244979,3.46611000,4.29214500
4426253311,3.31884800,4.29411300
4426261642,3.31512500,4.47200000
4426269974,3.28648400,4.35713200
4426278305,3.33277900,4.37312300
4426286637,3.36848400,4.36912500
4426294969,3.43577600,4.40461700
4426303300,3.44075000,4.36796600
4426311632,3.42724600,4.38032500
4426319963,3.43135100,4.46226500
4426328295,3.44415300,4.38604700
4426336626,3.46507300,4.42671200
4426344958,3.47140500,4.47213700
4426353289,3.45021100,4.46072400
4426361621,3.41708400,4.37628200
4426369952,3.41621400,4.48745700
4426378284,3.42663600,4.49685700
4426386615,3.43379200,4.43682900
4426394947,3.49060100,4.48892200
4426403278,3.59304800,4.68879700
4426411610,3.54074100,4.71855200
4426419941,3.60649100,4.83909600
4426428273,3.64028900,4.82785000
4426436604,3.58583100,4.82382200
4426444936,3.51144400,4.81991600
4426453267,3.53472900,4.86431900
4426461599,3.53825400,4.86526500
4426469931,3.54699700,4.80496200
4426478262,3.51667800,4.83593800
4426486594,3.48263500,4.82791100
4426494925,3.48700000,4.83953900
4426503257,3.54051200,4.82959000
4426511588,3.51216100,4.82470700
4426519920,3.64401200,4.84751900
4426528251,3.59262100,4.82873500
4426536583,3.56906100,4.85136400
4426544914,3.64584400,4.83792100
4426553246,3.63443000,4.83015400
4426561577,3.57774400,4.87269600
4426569909,3.56445300,4.80490100
4426578240,3.55383300,4.83285500
4426586572,3.50978100,4.83699000
4426594903,3.60282900,4.78595000
4426603235,3.58006300,4.69909700
4426611566,3.53295900,4.79966700
4426619898,3.51561000,4.78691100
4426628230,3.51190200,4.79887400
4426636561,3.49102800,4.71757500
4426644893,3.46214300,4.78096000
4426653224,3.50241100,4.74914600
4426661556,3.51287800,4.73416100
4426669887,3.55181900,4.74316400
4426678219,3.53767400,4.74974100
4426686550,3.51850900,4.70097400
4426694882,3.58515900,4.74993900
4426703213,3.57804900,4.72938500
4426711545,3.47653200,4.76499900
4426719876,3.51254300,4.78648400
4426728208,3.53443900,4.70654300
4426736539,3.54237400,4.70968600
4426744871,3.52859500,4.69015500
4426753202,3.58976700,4.82936100
4426761534,3.54046600,4.86430400
4426769865,3.59008800,4.92825300
4426778197,3.59104900,4.89828500
4426786528,3.58551000,4.92115800
4426794860,3.54989600,4.92561300
4426803192,3.56480400,4.94740300
4426811523,3.47854600,4.86956800
4426819855,3.58847000,4.81713900
4426828186,3.56208800,4.77273600
4426836518,3.51384000,4.82011400
4426844849,3.51304600,4.78181500
4426853181,3.53450000,4.79594400
4426861512,3.47830200,4.75943000
4426869844,3.51919600,4.70951800
4426878175,3.49067700,4.74124100
4426886507,3.56794700,4.70152300
4426894838,3.49160800,4.70536800
4426903170,3.48465000,4.73030100
4426911501,3.44899000,4.72776800
4426919833,3.50042700,4.68347200
4426928164,3.40281700,4.69876100
4426936496,3.35241700,4.69574000
4426944827,3.37718200,4.70495600
4426953159,3.31599400,4.68580600
4426961491,3.34747300,4.65469400
4426969822,3.34263600,4.60726900
4426978154,3.32160900,4.63491800
4426986485,3.29080200,4.68533300
4426994817,3.34820600,4.65191700
4427003148,3.37738000,4.59146100
4427011480,3.33567800,4.65895100
4427019811,3.34962500,4.61702000
4427028143,3.32730100,4.65742500
4427036474,3.36198400,4.63076800
4427044806,3.31063800,4.68975800
4427053137,3.31259200,4.70033300
4427061469,3.28634600,4.67918400
4427069800,3.28105200,4.70262100
4427078132,3.26286300,4.60760500
4427086463,3.25943000,4.68627900
4427094795,3.27798500,4.66975400
4427103126,3.26683000,4.62303200
4427111458,3.31196600,4.62260400
4427119789,3.21952800,4.46051000
4427128121,3.24478100,4.12193300
4427136453,3.48748800,3.47134400
4427144784,2.76182600,2.00436400
4427153116,NaN,NaN
4427161447,NaN,NaN
4427169779,NaN,NaN
4427178110,NaN,NaN
4427186442,NaN,NaN
4427194773,NaN,NaN
4427203105,NaN,NaN
4427211436,NaN,NaN
4427219768,NaN,NaN
4427228099,NaN,NaN
4427236431,1.54251100,NaN
4427244762,2.15083300,1.86718800
4427253094,2.39848300,1.79122900
4427261425,2.05273400,NaN
4427269757,2.01693700,NaN
4427278088,2.88874800,NaN
4427286420,2.96481300,2.80172700
4427294752,2.78154000,3.02867100
4427303083,2.87127700,3.17210400
4427311415,3.13258400,3.15615800
4427319746,3.12265000,3.36421200
4427328078,3.08248900,3.47541800
4427336409,2.95852700,3.61582900
4427344741,3.28816200,3.71128800
4427353072,3.41494800,3.65933200
4427361404,3.07405100,3.64291400
4427369735,3.13461300,3.55334500
4427378067,3.07275400,3.70114100
4427386398,3.14668300,3.68083200
4427394730,3.26573200,3.79139700
4427403061,3.12321500,3.72497600
4427411393,3.15531900,3.58508300
4427419724,3.13961800,3.69160500
4427428056,3.15858500,3.73129300
4427436387,3.19473300,3.64830000
4427444719,3.28033400,3.64477500
4427453050,3.26100200,3.65687600
4427461382,3.24118000,3.53924600
4427469714,3.41780100,3.61157200
4427478045,3.42036400,3.73162800
4427486377,3.33714300,3.75904800
4427494708,3.31495700,3.67828400
4427503040,3.33950800,3.71899400
4427511371,3.37089500,3.75888100
4427519703,3.29208400,3.73735000
4427528034,3.34843400,3.66447400
4427536366,3.37608300,3.72837800
4427544697,3.34677100,3.80903600
4427553029,3.32818600,3.77310200
4427561360,3.35263100,3.80082700
4427569692,3.31898500,3.81263700
4427578023,3.31268300,3.75846900
4427586355,3.35643000,3.87759400
4427594686,3.41494800,3.92747500
4427603018,3.32710300,3.95245400
4427611349,3.36981200,4.03361500
4427619681,3.39450100,4.06297300
4427628013,3.35205100,3.98178100
4427636344,3.41798400,4.03819300
4427644676,3.44741800,3.90557900
4427653007,3.44717400,4.02674900
4427661339,3.37512200,3.96049500
4427669670,3.39294400,4.00175500
4427678002,3.38902300,3.86727900
4427686333,3.30894500,4.02095000
4427694665,3.32258600,3.99035600
4427702996,3.33638000,3.99144000
4427711328,3.31147800,4.15104700
4427719659,3.33546400,4.00202900
4427727991,3.35194400,4.01446500
4427736322,3.34123200,4.15606700
4427744654,3.33976700,3.92805500
4427752985,3.30122400,4.11103800
4427761317,3.28924600,3.89942900
4427769648,3.32949800,3.86181600
4427777980,3.24395800,3.91970800
4427786311,3.23400900,3.98698400
4427794643,3.27311700,3.97522000
4427802975,3.24543800,3.95787000
4427811306,3.19271900,3.88082900
4427819638,3.23272700,3.96070900
4427827969,3.20121800,3.96383700
4427836301,3.25140400,3.90359500
4427844632,3.20980800,3.93130500
4427852964,3.19113200,3.95520000
4427861295,3.18713400,3.95149200
4427869627,3.22460900,4.01446500
4427877958,3.22622700,3.98326100
4427886290,3.21542400,3.98484800
4427894621,3.20976300,3.90171800
4427902953,3.18893400,3.86003100
4427911284,3.19346600,3.95320100
4427919616,3.26667800,3.88829000
4427927947,3.14192200,3.85536200
4427936279,3.09652700,3.86332700
4427944610,3.10809300,3.91368100
4427952942,3.09391800,3.88719200
4427961274,3.07173200,3.83825700
4427969605,3.11178600,3.83975200
4427977937,3.09874000,3.86029100
4427986268,3.05784600,3.67976400
4427994600,3.06735200,3.70780900
4428002931,3.13642900,3.78132600
4428011263,3.08966100,3.75218200
4428019594,3.07322700,3.91510000
4428027926,3.11254900,3.87205500
4428036257,3.19505300,3.69062800
4428044589,3.14190700,3.68580600
4428052920,3.17227200,3.74765000
4428061252,3.12864700,3.87301600
4428069583,3.16665600,3.88395700
4428077915,3.11425800,3.68185400
4428086246,3.19158900,3.54933200
4428094578,3.26417500,3.63928200
4428102909,3.26304600,3.58555600
4428111241,3.34353600,3.78184500
4428119572,3.17175300,3.81399500
4428127904,3.44186400,3.66040000
4428136236,3.18057300,3.75300600
4428144567,3.21406600,3.52380400
4428152899,3.20530700,3.41226200
4428161230,3.36554000,3.72940100
4428169562,3.23315400,3.44082600
4428177893,3.37550400,3.27285800
4428186225,3.26397700,3.47084000
4428194556,3.31572000,3.54519700
4428202888,3.19718900,3.44909700
4428211219,3.07772800,3.34962500
4428219551,3.14608800,3.29391500
4428227882,3.18112200,3.27235400
4428236214,3.23793000,3.40885900
4428244545,3.14807100,3.39859000
4428252877,3.11251800,3.33015400
4428261208,3.15684500,3.36218300
4428269540,3.03813200,3.25509600
4428277871,3.06706200,3.44075000
4428286203,3.11897300,3.30928000
4428294535,3.16122400,3.38459800
4428302866,3.12031600,3.35257000
4428311198,3.19125400,3.56359900
4428319529,3.27526900,3.54248000
4428327861,3.27374300,3.64602700
4428336192,3.14776600,3.33050500
4428344524,3.06971700,3.71296700
4428352855,3.26672400,3.65167200
4428361187,3.37616000,3.75306700
4428369518,3.16680900,3.78721600
4428377850,3.20861800,3.82678200
4428386181,3.40016200,3.90531900
4428394513,3.39109800,3.93313600
4428402844,3.36711100,4.09005700
4428411176,3.26260400,3.97561600
4428419507,3.33288600,3.88993800
4428427839,3.32423400,4.06489600
4428436170,3.38758900,3.97900400
4428444502,3.32841500,4.07124300
4428452833,3.34721400,3.93406700
4428461165,3.33956900,4.02696200
4428469497,3.51448100,3.96347000
4428477828,3.46723900,4.08384700
4428486160,3.41966200,3.98419200
4428494491,3.46510300,4.08836400
4428502823,3.47544900,3.88954200
4428511154,3.36047400,3.98060600
4428519486,3.43006900,4.01057400
4428527817,3.37171900,4.04670700
4428536149,3.45137000,4.09840400
4428544480,3.33941700,4.15339700
4428552812,3.34965500,4.18640100
4428561143,3.39817800,4.07269300
4428569475,3.39233400,4.20033300
4428577806,3.39616400,4.11375400
4428586138,3.43452500,4.15426600
4428594469,3.37258900,4.14038100
4428602801,3.38809200,4.27171300
4428611132,3.37039200,4.20019500
4428619464,3.42848200,4.19809000
4428627796,3.46998600,4.27113300
4428636127,3.49980200,4.25430300
4428644459,3.37558000,4.29658500
4428652790,3.45687900,4.33767700
4428661122,3.43035900,4.19772300
4428669453,3.47987400,4.27311700
4428677785,3.40202300,4.19398500
4428686116,3.41252100,4.39257800
4428694448,3.43731700,4.27056900
4428702779,3.47625700,4.33891300
4428711111,3.51644900,4.32835400
4428719442,3.46768200,4.22332800
4428727774,3.43791200,4.48715200
4428736105,3.45205700,4.15670800
4428744437,3.49443100,4.28584300
4428752768,3.37367200,4.24432400
4428761100,3.37999000,4.22592200
4428769431,3.39802600,4.25402800
4428777763,3.43048100,4.14111300
4428786094,3.43911700,4.18705700
4428794426,3.41368100,4.14360000
4428802758,3.51445000,4.12583900
4428811089,3.38479600,4.20611600
4428819421,3.36798100,4.16711400
4428827752,3.41861000,4.04785200
4428836084,3.46389800,4.18092300
4428844415,3.39727800,4.15429700
4428852747,3.42456100,4.16084300
4428861078,3.37051400,4.29008500
4428869410,3.43196100,4.16162100
4428877741,3.48944100,4.12107800
4428886073,3.48545800,4.14042700
4428894404,3.49157700,4.11761500
4428902736,3.53230300,4.27403300
4428911067,3.47839400,4.18818700
4428919399,3.50576800,4.25300600
4428927730,3.42646800,4.21212800
4428936062,3.48494000,4.15202300
4428944393,3.54759200,4.09498600
4428952725,3.58731100,4.19465600
4428961057,3.46147200,4.06260700
4428969388,3.41377300,4.05734300
4428977720,3.50492900,4.11969000
4428986051,3.42701700,4.19735700
4428994383,3.44508400,4.14352400
4429002714,3.59870900,4.08453400
4429011046,3.56907700,4.08840900
4429019377,3.65428200,4.24650600
4429027709,3.56669600,4.17950400
4429036040,3.60708600,4.15203900
4429044372,3.57415800,4.20010400
4429052703,3.62356600,4.15313700
4429061035,3.56098900,4.20100400
4429069366,3.64427200,4.16523700
4429077698,3.62944000,4.23791500
4429086029,3.64028900,4.18765300
4429094361,3.64424100,4.22961400
4429102692,3.62684600,4.20289600
4429111024,3.55375700,4.24690200
4429119355,3.59074400,4.19450400
4429127687,3.58174100,4.18539400
4429136019,3.58946200,4.25355500
4429144350,3.54449500,4.17236300
4429152682,3.55662500,4.20922900
4429161013,3.54801900,4.30326800
4429169345,3.55345200,4.29846200
4429177676,3.56260700,4.22422800
4429186008,3.56774900,4.33047500
4429194339,3.60693400,4.24850500
4429202671,3.56581100,4.24781800
4429211002,3.56915300,4.25828600
4429219334,3.51579300,4.21810900
4429227665,3.55870100,4.25556900
4429235997,3.53721600,4.25941500
4429244328,3.58799700,4.26431300
4429252660,3.58624300,4.24508700
4429260991,3.51617400,4.22119100
4429269323,3.44438200,4.26277200
4429277654,3.40222200,4.27833600
4429285986,3.42172200,4.18295300
4429294318,3.43380700,4.19642600
4429302649,3.45202600,4.19255100
4429310981,3.31094400,4.23538200
4429319312,3.33686800,4.24197400
4429327644,3.31565900,4.19143700
4429335975,3.31903100,4.20220900
4429344307,3.32435600,4.12587000
4429352638,3.29826400,4.17829900
4429360970,3.29650900,4.24212600
4429369301,3.22399900,4.21356200
4429377633,3.29950000,4.12519800
4429385964,3.20602400,4.18992600
4429394296,3.28196700,4.24917600
4429402627,3.28132600,4.19874600
4429410959,3.28115800,4.13395700
4429419290,3.24906900,4.21904000
4429427622,3.30423000,4.17001300
4429435953,3.39679000,4.16897600
4429444285,3.31593300,4.19395400
4429452616,3.33207700,4.22306800
4429460948,3.24935900,4.11018400
4429469280,3.26527400,4.13597100
4429477611,3.32893400,4.18705700
4429485943,3.39859000,4.16697700
4429494274,3.32112100,4.17401100
4429502606,3.28796400,4.18127400
4429510937,3.27616900,4.22666900
4429519269,3.26611300,4.27966300
4429527600,3.29248000,4.14364600
4429535932,3.32333400,4.23335300
4429544263,3.35543800,4.07814000
4429552595,3.36741600,4.23020900
4429560926,3.36200000,4.13688700
4429569258,3.35020400,4.18072500
4429577589,3.28439300,4.21299700
4429585921,3.31619300,4.22074900
4429594252,3.29768400,4.22773700
4429602584,3.28503400,4.19288600
4429610915,3.25555400,4.21992500
4429619247,3.31361400,4.23849500
4429627579,3.28064000,4.20762600
4429635910,3.31410200,4.17637600
4429644242,3.32470700,4.25146500
4429652573,3.35342400,4.23039200
4429660905,3.31242400,4.23515300
4429669236,3.31639100,4.25479100
4429677568,3.32133500,4.24679600
4429685899,3.36293000,4.15885900
4429694231,3.35087600,4.25405900
4429702562,3.31010400,4.15663100
4429710894,3.32295200,4.20330800
4429719225,3.32066300,4.17404200
4429727557,3.36404400,4.20695500
4429735888,3.37559500,4.26767000
4429744220,3.35276800,4.23890700
4429752551,3.43336500,4.22227500
4429760883,3.43129000,4.20176700
4429769214,3.41420000,4.44639600
4429777546,3.38063000,4.44746400
4429785877,3.43553200,4.51472500
4429794209,3.66639700,4.36816400
4429802541,3.68234300,4.37966900
4429810872,3.70822100,4.44508400
4429819204,3.84321600,4.59072900
4429827535,3.75280800,4.87785300
4429835867,3.73623700,4.80224600
4429844198,3.58789100,4.80160500
4429852530,3.63015700,4.97546400
4429860861,3.66558800,5.14254800
4429869193,3.69816600,5.10769700
4429877524,3.65506000,5.17924500
4429885856,3.66346700,5.13783300
4429894187,3.71562200,5.16552700
4429902519,3.65319800,5.19387800
4429910850,3.61941500,5.32399000
4429919182,3.58105500,5.26289400
4429927513,3.59935000,5.18066400
4429935845,3.52978500,5.17494200
4429944176,3.51690700,5.05787700
4429952508,3.44220000,5.12339800
4429960840,3.57669100,5.07695000
4429969171,3.48724400,5.08038300
4429977503,3.47950700,5.12362700
4429985834,3.47740200,5.09524500
4429994166,3.49552900,5.07963600
4430002497,3.48432900,5.03036500
4430010829,3.47323600,5.04606600
4430019160,3.50489800,4.99693300
4430027492,3.44160500,5.15826400
4430035823,3.54211400,5.02415500
4430044155,3.55593900,4.98077400
4430052486,3.52189600,5.11067200
4430060818,3.51031500,5.05690000
4430069149,3.54701200,5.02136200
4430077481,3.53344700,5.05940200
4430085812,3.51825000,4.98799100
4430094144,3.52876300,5.02662700
4430102475,3.54071000,4.99295000
4430110807,3.59309400,5.02082800
4430119138,3.58706700,4.98786900
4430127470,3.60380600,4.94726600
4430135802,3.57394400,4.93811000
4430144133,3.56478900,4.90298500
4430152465,3.51867700,4.95851100
4430160796,3.53700300,4.88507100
4430169128,3.56472800,4.84225500
4430177459,3.51467900,4.82768200
4430185791,3.53369100,4.86685200
4430194122,3.54122900,4.81218000
4430202454,3.51643400,4.85975600
4430210785,3.45312500,4.83377100
4430219117,3.52095000,4.74879500
4430227448,3.51353500,4.69691500
4430235780,3.37970000,4.79649400
4430244111,3.45776400,4.72296100
4430252443,3.34770200,4.73625200
4430260774,3.41401700,4.69107100
4430269106,3.43077100,4.60295100
4430277437,3.38627600,4.43286100
4430285769,3.37083400,4.23751800
4430294101,3.19703700,4.15347300
4430302432,3.33311500,3.98620600
4430310764,3.19619800,3.98150600
4430319095,3.25796500,3.83354200
4430327427,3.15368700,3.97662400
4430335758,3.07307400,3.91410800
4430344090,3.19375600,3.91677900
4430352421,3.17404200,3.72688300
4430360753,3.24751300,3.83058200
4430369084,3.22168000,3.87500000
4430377416,3.19795200,3.91915900
4430385747,3.19258100,3.85453800
4430394079,3.16479500,3.74844400
4430402410,3.22459400,3.78572100
4430410742,3.14691200,3.77928200
4430419073,3.15254200,3.77789300
4430427405,3.10174600,3.79206800
4430435736,3.10502600,3.83125300
4430444068,3.09225500,3.74485800
4430452399,3.12966900,3.81240800
4430460731,3.11528000,3.77655000
4430469063,3.11308300,3.74122600
4430477394,3.12101700,3.74830600
4430485726,3.12442000,3.64451600
4430494057,3.12600700,3.75021400
4430502389,3.16667200,3.78482100
4430510720,3.12628200,3.72494500
4430519052,3.12225300,3.77705400
4430527383,3.15037500,3.78039600
4430535715,3.10400400,3.65515100
4430544046,3.16297900,3.70184300
4430552378,3.12931800,3.79437300
4430560709,3.18373100,3.73632800
4430569041,3.21115100,3.79556300
4430577372,3.22024500,3.73924300
4430585704,3.25172400,3.84202600
4430594035,3.24781800,3.84967000
4430602367,3.22995000,3.81463600
4430610698,3.24717700,3.81449900
4430619030,3.28070100,3.81970200
4430627362,3.27014200,3.78109700
4430635693,3.29577600,3.83650200
4430644025,3.32647700,3.72387700
4430652356,3.36788900,3.77731300
4430660688,3.37226900,3.81796300
4430669019,3.36950700,3.97976700
4430677351,3.39047200,3.83145100
4430685682,3.40428200,3.85511800
4430694014,3.44847100,3.81297300
4430702345,3.43469200,3.81013500
4430710677,3.40438800,3.95916700
4430719008,3.40580700,3.99685700
4430727340,3.42874100,3.94151300
4430735671,3.40776100,3.97096300
4430744003,3.35008200,3.68585200
4430752334,3.18833900,3.44624300
4430760666,3.03907800,2.56500200
4430768997,2.54121400,NaN
4430777329,NaN,NaN
4430785660,NaN,NaN
4430793992,NaN,NaN
4430802324,NaN,NaN
4430810655,NaN,NaN
4430818987,NaN,NaN
4430827318,NaN,NaN
4430835650,NaN,NaN
4430843981,NaN,NaN
4430852313,NaN,NaN
4430860644,NaN,NaN
4430868976,1.87645000,NaN
4430877307,1.91597000,1.65109300
4430885639,2.18801900,2.10113500
4430893970,2.28262300,2.03918500
4430902302,2.52076700,2.31710800
4430910633,2.39793400,2.09216300
4430918965,3.08265700,2.97502100
4430927296,2.97866800,3.17421000
4430935628,2.99691800,3.47062700
4430943959,3.21212800,3.50587500
4430952291,3.42039500,3.68685900
4430960623,3.95942700,3.61743200
4430968954,3.89923100,3.79657000
4430977286,3.95222500,3.87265000
4430985617,3.86505100,3.76316800
4430993949,3.30490100,3.87982200
4431002280,3.30065900,3.99348400
4431010612,3.24356100,4.08578500
4431018943,3.40545700,3.98500100
4431027275,3.49179100,4.01464800
4431035606,3.26605200,4.01182600
4431043938,3.52191200,4.07878100
4431052269,3.48468000,4.03300500
4431060601,3.56152300,3.98965500
4431068932,3.55531300,4.05374100
4431077264,3.59397900,4.13880900
4431085595,3.43966700,4.03636200
4431093927,3.53776600,4.01226800
4431102258,3.50221300,3.99588000
4431110590,3.58676100,3.96962000
4431118921,3.58320600,3.99896200
4431127253,3.61653100,3.89778100
4431135585,3.60440100,3.97056600
4431143916,3.60037200,4.05538900
4431152248,3.60243200,4.00988800
4431160579,3.63069200,4.02529900
4431168911,3.61463900,3.87709000
